,0
0,126
1,2
2,3
3,88
4,88
5,88
6,88
7,88
8,88
9,88
10,88
11,88
12,88
13,88
14,88
15,88
16,88
17,88
18,88
19,88
20,88
21,88
22,88
23,88
24,88
25,88
26,88
27,88
28,88
29,88
30,88
31,88
32,88
33,88
34,88
35,88
36,88
37,88
38,88
39,88
40,88
41,88
42,88
43,88
44,88
45,88
46,88
47,88
48,88
49,88
50,88
51,88
52,88
53,88
54,88
55,88
56,88
57,88
58,88
59,88
60,88
61,88
62,88
63,88
64,88
65,88
66,88
67,88
68,88
69,88
70,88
71,88
72,88
73,88
74,88
75,88
76,88
77,88
78,88
79,88
80,88
81,88
82,88
83,88
84,88
85,88
86,88
87,88
88,88
89,88
90,88
91,88
92,88
93,88
94,88
95,88
96,88
97,88
98,88
99,88
100,88
101,88
102,88
103,88
104,88
105,88
106,88
107,88
108,88
109,88
110,88
111,88
112,88
113,88
114,88
115,88
116,88
117,88
118,88
119,88
120,88
121,88
122,88
123,88
124,88
125,88
126,88
127,88
128,88
129,88
130,88
131,88
132,88
133,88
134,88
135,88
136,88
137,88
138,88
139,88
140,88
141,88
142,88
143,88
144,88
145,88
146,88
147,88
148,88
149,88
150,88
151,88
152,88
153,88
154,88
155,86
156,2
157,1
158,2
159,1
160,1
161,1
162,1
163,2
164,0
165,1
166,1
167,2
168,2
169,1
170,2
171,1
172,1
173,19
174,2
175,1
176,2
177,1
178,2
179,2
180,1
181,2
182,2
183,1
184,1
185,1
186,1
187,0
188,1
189,1
190,48
191,3
192,0
193,1
194,1
195,2
196,4
197,1
198,1
199,2
200,1
201,1
202,2
203,0
204,1
205,2
206,0
207,0
208,1
209,2
210,1
211,1
212,0
213,1
214,0
215,1
216,1
217,1
218,1
219,1
220,0
221,0
222,1
223,0
224,1
225,16
226,11
227,0
228,1
229,1
230,1
231,2
232,2
233,2
234,0
235,0
236,0
237,1
238,1
239,1
240,0
241,2
242,0
243,1
244,0
245,1
246,0
247,0
248,1
249,1
250,1
251,0
252,2
253,0
254,0
255,1
256,0
257,1
258,0
259,1
260,1
261,1
262,1
263,1
264,2
265,1
266,2
267,0
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,2
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,7
293,4
294,1
295,1
296,1
297,158
298,7
299,0
300,0
301,7
302,154
303,227
304,544
305,781
306,654
307,259
308,137
309,137
310,137
311,304
312,228
313,212
314,217
315,213
316,200
317,417
318,927
319,688
320,445
321,382
322,672
323,747
324,535
325,359
326,440
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
