,1
0,0.37054434
1,0.65807945
2,0.6456864
3,0.52352196
4,0.40137407
5,0.37521473
6,0.4510875
7,0.7051492
8,0.7525397
9,0.90570015
10,0.9465093
11,0.8877435
12,0.83333886
13,1.0
14,0.7419391
15,0.44644606
16,0.55162627
17,0.6770366
18,0.30207753
19,0.06875542
20,0.17807893
21,0.2798964
22,0.31584325
23,0.29279667
24,0.19777136
25,0.27428815
26,0.25712568
27,0.23007238
28,0.08831026
29,-0.10805401
30,-0.06932536
31,-0.05837402
32,0.13990977
33,0.27931336
34,0.5427234
35,0.8226614
36,0.7854597
37,0.5201752
38,0.13997664
39,0.034808196
40,-0.2522278
41,-0.33560106
42,-0.42347714
43,-0.54759073
44,-0.50377685
45,-0.4944141
46,-0.19526127
47,-0.019097062
48,0.17758557
49,0.29124957
50,0.4418445
51,0.5155032
52,0.37226808
53,0.23356995
54,0.09935203
55,-0.08318833
56,-0.27502847
57,-0.41141438
58,-0.7723562
59,-0.7858862
60,-0.8085248
61,-0.6068827
62,-0.5657244
63,-0.40567827
64,-0.3113754
65,-0.22851238
66,-0.22464678
67,-0.47082174
68,-0.66208756
69,-0.713658
70,-0.6808852
71,-0.6214952
72,-0.57170254
73,-0.4763264
74,-0.43978813
75,-0.34440896
76,-0.2436279
77,-0.103703946
78,-0.15117642
79,-0.1623339
80,-0.10481002
81,-0.007755162
82,0.09811052
83,0.0066848947
84,-0.027742457
85,-0.08808174
86,0.016261451
87,-0.12631507
88,-0.21802628
89,-0.27754784
90,-0.36657992
91,-0.25202826
92,-0.14288518
93,-0.027442414
94,0.06757209
95,0.053900756
96,0.061202817
97,0.040791113
98,0.19345917
99,0.040555444
100,0.031328127
101,0.121167146
102,0.20140935
103,0.3472908
104,0.42172438
105,0.46164912
106,0.33023202
107,0.33056483
108,0.3130063
109,0.2362141
110,0.27684075
111,0.1778744
112,0.19264689
113,0.2215265
114,0.21220362
115,0.06099287
116,0.006731323
117,-0.0031759653
118,0.12419983
119,0.32001784
120,0.4908949
121,0.5969624
122,0.5481534
123,0.4569239
124,0.38866413
125,0.41986752
126,0.18570313
127,0.005516359
128,-0.006951667
129,-0.06419492
130,0.073350154
131,0.17401278
132,0.26876897
133,0.34231368
134,0.33696866
135,0.1910965
136,0.00013744159
137,-0.26463938
138,-0.4307859
139,-0.56775403
140,-0.5498055
141,-0.39754292
142,-0.63567364
143,-0.5223036
144,-0.31416458
145,-0.1815091
146,-0.03453566
147,0.108351365
148,0.26969588
149,0.35957602
150,0.49554005
151,0.50790375
152,0.47050387
153,0.54220134
154,0.67130923
155,0.6646565
156,0.36041895
157,0.32635236
158,0.1962742
159,0.1756121
160,0.054860335
161,0.042016145
162,0.106151104
163,0.13492097
164,0.3266804
165,0.41799477
166,0.32384482
167,0.2260205
168,0.1549568
169,0.09752121
170,0.22859803
171,0.15299849
172,0.210356
173,0.17382917
174,0.34135547
175,0.41868603
176,0.41651312
177,0.16731413
178,0.044389248
179,0.1377766
180,0.10574382
181,0.01834256
182,0.07130258
