,1
0,-0.15977249
1,-0.6936992
2,-0.9310411
3,-1.0325971
4,-0.53103733
5,-0.113864854
6,-0.026963744
7,-0.26611516
8,-0.57296985
9,-0.8365502
10,-1.0096207
11,-0.9522998
12,-0.9629826
13,-0.87847686
14,-0.8265728
15,-0.75959176
16,-0.75785935
17,-0.78533465
18,-0.75336635
19,-0.69147885
20,-0.49770126
21,-0.40577546
22,-0.35868648
23,-0.45354497
24,-0.5771562
25,-0.646483
26,-0.5784558
27,-0.52919877
28,-0.51219165
29,-0.54410505
30,-0.49099204
31,-0.5390162
32,-0.5612314
33,-0.69292444
34,-0.817541
35,-0.9352075
36,-1.0538687
37,-0.88714486
38,-0.74254596
39,-0.51172704
40,-0.48467973
41,-0.31565955
42,0.09574179
43,0.2916947
44,0.44407028
45,0.4164022
46,0.4996088
47,0.3935472
48,0.19680637
49,0.28101334
50,0.12207371
51,-0.022327112
52,-0.0035914718
53,0.036003776
54,0.12868239
55,0.16488801
56,0.1322542
57,0.06751839
58,0.055727195
59,0.041073978
60,-0.00876596
61,-0.02605507
62,-0.0054869736
63,-0.06839023
64,-0.041700207
65,-0.062953345
66,0.058283914
67,0.047249682
68,0.008329448
69,-0.11205251
70,-0.19117741
71,-0.25555378
72,-0.36528763
73,-0.39196843
74,-0.26799816
75,-0.2826894
76,-0.2337463
77,-0.28916982
78,-0.414001
79,-0.57022256
80,-0.7575946
81,-0.97956014
82,-1.2439286
83,-1.523456
84,-1.6615652
85,-1.6841984
86,-1.6053921
87,-1.533809
88,-1.418248
89,-1.5619947
90,-1.3812398
91,-1.4003347
92,-1.2611214
93,-1.3253564
94,-1.1127167
95,-1.1833447
96,-1.0859911
97,-1.1404291
98,-1.1921226
99,-1.1240894
100,-1.0605054
101,-1.1125889
102,-0.9885052
103,-1.0031326
104,-1.0617964
105,-1.0536069
106,-1.0406241
107,-0.9519933
108,-0.8728397
109,-0.86561435
110,-0.8800606
111,-0.9013987
112,-0.89724576
113,-0.89127153
114,-0.746065
115,-0.61281127
116,-0.70634466
117,-0.8215111
118,-0.8183504
119,-0.75015855
120,-0.6157713
121,-0.48177746
122,-0.3496602
123,-0.20632635
124,-0.11552347
125,-0.12809022
126,-0.27471152
127,-0.48235673
128,-0.6378732
129,-0.7149136
130,-0.60696423
131,-0.55133146
132,-0.40429524
133,-0.27183884
134,0.110863425
135,0.4454443
136,0.6285794
137,0.54081434
138,0.4415464
139,0.36032215
140,0.2283397
141,0.08098017
142,-0.08454186
