,1
0,-0.5878676
1,-0.82258946
2,0.2235168
3,0.47537905
4,-0.11470702
5,-0.2230371
6,-0.22855526
7,-0.23104759
8,-0.23441292
9,-0.21889304
10,-0.21218964
11,-0.15920115
12,-0.13841091
13,-0.14130637
14,-0.052742988
15,0.026541123
16,0.027907584
17,0.11750914
18,0.16306278
19,0.115547985
20,0.155056
21,0.14208035
22,0.038345657
23,-0.110010095
24,-0.33172825
25,-0.6400219
26,-0.91514814
27,-1.135682
28,-1.3976622
29,-1.6252412
30,-1.7449522
31,-1.8178309
32,-1.7712202
33,-1.53477
34,-1.3007661
35,-1.1141335
36,-0.90196997
37,-0.8546042
38,-0.8321147
39,-0.87875134
40,-1.0048467
41,-1.1281906
42,-1.2652823
43,-1.3918935
44,-1.454749
45,-1.4890366
46,-1.5207149
47,-1.4986819
48,-1.4783871
49,-1.4243168
50,-1.4092823
51,-1.2744199
52,-1.2526424
53,-1.2413878
54,-1.2156491
55,-1.2039543
56,-1.154397
57,-1.072743
58,-0.98759294
59,-0.9341472
60,-0.9022694
61,-0.91628367
62,-0.9529719
63,-0.9875997
64,-0.9980627
65,-0.9598918
66,-0.91319084
67,-0.87361217
68,-0.8416386
69,-0.883142
70,-0.9737004
71,-1.0697155
72,-1.226673
73,-1.3398956
74,-1.3374659
75,-1.2303547
76,-1.0216671
77,-0.72555375
78,-0.4042932
79,-0.24336818
80,-0.24043564
81,-0.38333258
82,-0.74308634
83,-1.1133357
84,-1.6372184
85,-2.1865537
86,-2.3488085
87,-2.5588202
88,-2.464184
89,-2.2846754
90,-1.8862306
91,-1.2323
92,-0.7796524
93,-0.5270605
94,-0.2569229
95,-0.013225034
96,0.0905465
97,0.3058517
98,0.501847
99,0.6183054
100,0.7528334
101,0.9090016
102,0.93373
103,0.9707281
104,1.0
105,0.9595243
106,0.8905612
107,0.84254473
108,0.7685387
109,0.6752967
110,0.607751
111,0.54636794
112,0.5043083
113,0.50097424
114,0.50811243
115,0.49484926
116,0.46622947
117,0.48057628
118,0.47429952
119,0.5054547
120,0.50246847
121,0.5103529
122,0.46283567
123,0.4162597
124,0.29932228
125,0.16108069
126,0.16187933
127,0.2001521
128,0.32230902
129,0.37391856
130,0.504023
131,0.62925494
132,0.66557693
133,0.67118585
134,0.59685236
135,0.5740326
136,0.53603816
137,0.5174703
138,0.49951148
139,0.4745517
140,0.4235344
141,0.42639083
142,0.41941503
143,0.4423281
144,0.48195937
145,0.45753726
146,0.4239057
147,0.410416
148,0.405084
149,0.39115492
150,0.3769543
151,0.35999176
152,0.30008367
153,0.22734609
154,0.13147694
155,-0.0034150647
156,-0.076864414
157,-0.09967906
158,-0.17701969
159,-0.3063696
160,-0.4026544
161,-0.5175634
162,-0.61500955
163,-0.7137931
164,-0.9615949
165,-1.3343817
166,-1.9018284
167,-2.3927288
168,-2.57614
169,-2.5903993
170,-2.2194092
171,-1.7132683
172,-1.0237265
173,-0.6320316
174,-0.50246745
175,-0.43019047
176,-0.41124928
177,-0.47764283
178,-0.5568907
179,-0.6066467
180,-0.6268014
181,-0.64420265
182,-0.78766793
183,-0.92486966
184,-1.0256932
185,-1.1656764
186,-1.2476603
187,-1.2393376
188,-1.2251453
189,-1.1981058
190,-1.0978966
191,-1.0544273
192,-1.0306449
193,-0.98606884
194,-1.0091515
195,-1.0365342
196,-1.0547286
197,-1.0121626
198,-0.9761978
199,-0.9077927
200,-0.87556094
201,-0.8597386
202,-0.91828644
203,-1.0333537
204,-1.1340061
205,-1.2847155
206,-1.3827962
207,-1.3982539
208,-1.5046166
209,-1.6055644
210,-1.730482
211,-1.949944
212,-2.0512283
213,-1.9570857
214,-1.7221082
215,-1.4089061
216,-0.9434385
217,-0.64566284
218,-0.50740963
219,-0.39747062
220,-0.44962808
221,-0.4694091
222,-0.50918096
223,-0.67776597
224,-0.67430294
225,-0.7108609
226,-0.70899814
227,-0.53346056
228,-0.25475723
229,-0.026922697
230,0.27185008
231,0.5723383
232,0.7269168
233,0.8355794
234,0.8694731
235,0.8212595
236,0.73990476
237,0.684063
238,0.6410166
239,0.5465474
240,0.5006272
241,0.43562427
242,0.35787022
243,0.34192133
244,0.28352442
245,-0.1359997
246,-0.6642583
247,-1.190048
248,-1.5030818
249,-1.0317267
250,-1.4806751
