,1
0,-2.2079237
1,-3.1738913
2,-3.7604969
3,-4.7692366
4,-3.8501735
5,-4.7709594
6,-6.3548512
7,-5.865053
8,-5.366844
9,-4.860836
10,-4.283201
11,-3.7656991
12,-3.4827397
13,-3.4053838
14,-3.1012
15,-2.6148982
16,-2.2234993
17,-2.0070503
18,-1.8602142
19,-1.6788611
20,-1.5465294
21,-1.219003
22,-0.80630213
23,-0.71090233
24,-0.55315965
25,-0.9485924
26,-1.4847122
27,-1.7810906
28,-1.7758106
29,-1.6217864
30,-1.4419978
31,-1.1865174
32,-1.0269575
33,-0.8802034
34,-0.7096235
35,-0.5734791
36,-0.6159259
37,-0.63195187
38,-0.53732705
39,-0.48760235
40,-0.5279144
41,-0.7606049
42,-1.0576134
43,-1.3793983
44,-1.2805631
45,-1.1183892
46,-1.1390113
47,-1.3837547
48,-0.63183236
49,0.053970974
50,0.54024786
51,0.097649105
52,-0.78961086
53,-1.7514355
54,-2.2658212
55,-2.3508515
56,-2.1375475
57,-1.7148445
58,-1.661496
59,-1.6297472
60,-1.6945974
61,-1.5271146
62,-1.2845101
63,-0.6283654
64,0.022748942
65,0.3387835
66,0.32679343
67,0.21619067
68,0.026517067
69,-0.3782687
70,-0.903939
71,-0.8784847
72,-0.49242395
73,0.16130385
74,0.5842411
75,0.66012645
76,0.3053999
77,-0.4491181
78,-1.3597665
79,-2.477843
80,-4.2761054
81,-6.2749996
82,-8.312058
83,-9.773435
84,-10.16285
85,-8.786301
86,-6.082891
87,-3.7059236
88,-2.8908496
89,-2.8320131
90,-2.746645
91,-2.445458
92,-2.806777
93,-3.471442
94,-3.9925222
95,-4.2551603
96,-4.462227
97,-4.578841
98,-4.6546106
99,-4.6446295
100,-4.503748
101,-4.32041
102,-4.088476
103,-3.7708368
104,-3.4187076
105,-3.069964
106,-2.6833124
107,-2.288963
108,-1.9866112
109,-1.7991589
110,-1.6470765
111,-1.3346043
112,-1.0203363
113,-0.9559987
114,-1.1238371
115,-1.2439189
116,-1.4440109
117,-1.6813697
118,-1.6455972
119,-1.4423437
120,-1.3494004
121,-1.0311298
122,-0.58535457
123,-0.2562694
124,-0.00017114014
125,0.45444903
126,0.69393414
127,0.35561126
128,-1.0188648
129,-2.948658
130,-4.4090614
131,-5.0422444
132,-5.4153376
133,-5.5816336
134,-5.3911037
135,-5.5041604
136,-5.736341
137,-5.741425
138,-5.692465
139,-5.520884
140,-5.121871
141,-4.879006
142,-4.986847
143,-5.0182853
144,-4.5026226
145,-4.0610743
146,-3.6821682
147,-3.585166
148,-3.778532
149,-4.051727
150,-4.371082
151,-4.700641
152,-4.8829374
153,-4.963239
154,-5.087259
155,-5.127985
156,-5.07153
157,-4.822999
158,-4.327785
159,-3.6379516
160,-3.0829172
161,-2.8180113
162,-2.8297644
163,-2.677588
164,-3.5029137
165,-5.16214
166,-6.263982
167,-6.2756686
168,-5.562419
169,-4.2681317
170,-2.4033003
171,-1.0169338
172,0.042116687
173,0.4932083
174,0.8653392
175,0.9697677
176,0.9340346
177,0.71372235
178,0.14797963
179,-0.7923962
180,-1.823563
181,-2.7197773
182,-2.8647234
183,-2.2619414
184,-1.6523403
185,-1.3038144
186,-1.2354703
187,-1.2589651
188,-1.1377637
189,-0.7240868
190,-0.38305125
191,-0.16191119
192,0.014407314
193,-0.074410476
194,-0.4562977
195,-1.1929333
196,-1.7991788
197,-2.0082986
198,-1.592875
199,-1.0737486
200,-0.54928875
201,-0.3182964
202,-0.3067996
203,-0.41108653
204,-0.41786525
205,-0.25421232
206,-0.0034721934
207,0.23914762
208,0.51118654
209,0.8449213
210,1.0
211,0.98711896
212,0.6982669
213,0.37528664
214,0.14952555
215,-0.10556895
216,-0.08691892
217,-0.054390147
218,-0.124995366
219,-0.052785106
220,0.24097516
221,0.4781882
222,0.43048856
223,0.38948128
224,0.34980333
225,0.13105235
226,-0.25730377
227,-0.48606163
228,-1.0628576
229,-1.4936566
230,-1.782947
231,-1.861511
232,-2.093097
233,-2.3458862
234,-2.4453926
235,-2.5303748
236,-2.5743728
237,-2.8238611
238,-3.2602491
239,-3.7719495
240,-4.271562
241,-5.015902
242,-5.863292
243,-6.7033563
244,-4.496829
245,-2.2801464
246,-1.5062988
247,0.12873757
248,0.51622415
249,-0.8639865
250,-1.8120706
